Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),impact_score,likelihood,risk_score,Risk Category
Russia,2015,Man-in-the-Middle,IT,0.9502462559051162,0.5665650198006227,Unknown,Weak Passwords,Firewall,0.8028169014084507,0.8056560141744351,0.0013333333333333333,0.0010742080188992469,High
UK,2022,Malware,Healthcare,0.12232385164338126,0.7814765850255853,Hacker Group,Weak Passwords,Firewall,0.14084507042253522,0.32377391541387324,0.0016666666666666668,0.0005396231923564555,High
UK,2021,Phishing,IT,0.8954668810935774,0.3611309323055892,Nation-state,Weak Passwords,VPN,0.4225352112676057,0.6405797624919866,0.0006666666666666666,0.0004270531749946577,Medium
India,2022,Malware,Telecommunications,0.9702482661574029,0.4047293314425082,Hacker Group,Zero-day,VPN,0.8591549295774649,0.7783739184269469,0.0013333333333333333,0.0010378318912359292,High
China,2023,DDoS,Government,0.5323148055080913,0.3743553663840771,Unknown,Unpatched Software,Antivirus,0.6338028169014085,0.5052245760495505,0.0006666666666666666,0.00033681638403303365,Medium
Australia,2020,SQL Injection,IT,0.20625188461151878,0.6815897743319479,Unknown,Weak Passwords,VPN,0.07042253521126761,0.32168738164759725,0.0006666666666666666,0.0002144582544317315,Low
India,2019,SQL Injection,Retail,0.14966328274198415,0.5148081836569053,Hacker Group,Unpatched Software,Firewall,1.0,0.4292740964680637,0.0003333333333333333,0.00014309136548935455,Low
Japan,2022,Malware,Education,0.9731631319730627,0.7430282492886888,Nation-state,Social Engineering,Encryption,0.8450704225352113,0.8785041252801802,0.001,0.0008785041252801802,High
UK,2016,Ransomware,Healthcare,0.6147351492612323,0.6399769418070859,Hacker Group,Social Engineering,VPN,0.8732394366197184,0.6740085444966856,0.0003333333333333333,0.0002246695148322285,Low
Australia,2022,SQL Injection,IT,0.14865815659865314,0.04195510257593242,Hacker Group,Unpatched Software,VPN,0.4507042253521127,0.17705645414252885,0.0006666666666666666,0.00011803763609501924,Low
Japan,2019,Malware,Telecommunications,0.05407578651120716,0.23516054166737557,Unknown,Social Engineering,Antivirus,0.28169014084507044,0.15392408392483034,0.0013333333333333333,0.00020523211189977378,Low
USA,2015,Man-in-the-Middle,Retail,0.24555231681576042,0.44835575268887157,Nation-state,Weak Passwords,VPN,0.49295774647887325,0.35587443351031633,0.001,0.00035587443351031635,Medium
France,2020,Ransomware,Retail,0.9736656950447282,0.46708152732505953,Nation-state,Social Engineering,Encryption,0.18309859154929578,0.6635770240297411,0.0006666666666666666,0.000442384682686494,Medium
Japan,2017,SQL Injection,Education,0.1104633631520756,0.36397017246607577,Hacker Group,Social Engineering,AI-based Detection,0.3802816901408451,0.24047907134402954,0.0013333333333333333,0.0003206387617920394,Medium
India,2022,Man-in-the-Middle,Government,0.03568197808825008,0.3577562696967908,Hacker Group,Social Engineering,Firewall,0.36619718309859156,0.19840730657288058,0.0003333333333333333,6.613576885762686e-05,Low
China,2016,DDoS,Banking,0.767916373504875,0.6051714802979551,Insider,Social Engineering,Firewall,0.4084507042253521,0.6471997716868945,0.0006666666666666666,0.00043146651445792963,Medium
Russia,2022,Man-in-the-Middle,Education,0.96431802191175,0.10582849868546283,Nation-state,Unpatched Software,Encryption,0.3802816901408451,0.5899638985896829,0.001,0.0005899638985896829,High
France,2016,Ransomware,Healthcare,0.33963212383154084,0.15724706793660198,Insider,Unpatched Software,AI-based Detection,0.3943661971830986,0.29586342173337077,0.001,0.00029586342173337077,Low
Brazil,2022,SQL Injection,Healthcare,0.5641773042516837,0.24244428854366096,Insider,Social Engineering,Encryption,0.28169014084507044,0.4111599668579542,0.0013333333333333333,0.0005482132891439389,High
China,2016,SQL Injection,Banking,0.6349381847421852,0.3857523586109441,Insider,Zero-day,Firewall,0.6901408450704226,0.5712229689684604,0.0016666666666666668,0.0009520382816141006,High
Germany,2018,DDoS,Retail,0.8076188561664489,0.14790169443691073,Insider,Weak Passwords,Antivirus,0.7464788732394366,0.597475711062185,0.0003333333333333333,0.00019915857035406165,Low
Japan,2022,DDoS,Healthcare,0.09046135289978893,0.38733861016341903,Nation-state,Weak Passwords,VPN,0.8450704225352113,0.3304463440059624,0.0013333333333333333,0.0004405951253412832,Medium
Russia,2023,Malware,IT,0.46959493416423764,0.4038986760554078,Nation-state,Social Engineering,Encryption,0.8028169014084507,0.5165304501804313,0.0006666666666666666,0.00034435363345362087,Medium
UK,2018,Ransomware,Retail,0.28625992562066543,0.9813793082742285,Nation-state,Weak Passwords,Antivirus,0.5774647887323944,0.5530367130390801,0.001,0.0005530367130390801,High
France,2017,Malware,Telecommunications,0.9662277615840789,0.38940824310380895,Unknown,Zero-day,Antivirus,0.4366197183098592,0.6872602973851539,0.0006666666666666666,0.0004581735315901026,Medium
India,2019,SQL Injection,IT,0.4369283345059805,0.7651537062742504,Nation-state,Weak Passwords,VPN,0.23943661971830985,0.49589760307892733,0.001,0.0004958976030789273,Medium
India,2017,Man-in-the-Middle,Healthcare,0.9136596642878683,0.6220377878145857,Nation-state,Weak Passwords,AI-based Detection,0.676056338028169,0.7786524360939437,0.0006666666666666666,0.0005191016240626292,Medium
Brazil,2024,SQL Injection,IT,0.5348276208664188,0.6806970699882208,Insider,Zero-day,AI-based Detection,0.056338028169014086,0.4828905370634784,0.001,0.0004828905370634784,Medium
China,2018,SQL Injection,Education,0.14936174489898485,0.9081505307687766,Nation-state,Social Engineering,Encryption,0.647887323943662,0.4767034964688578,0.0006666666666666666,0.00031780233097923854,Medium
Russia,2021,SQL Injection,Banking,0.8059101417227864,0.9833989017334678,Hacker Group,Unpatched Software,Antivirus,0.25352112676056343,0.7486789667335462,0.0006666666666666666,0.0004991193111556975,Medium
France,2015,Malware,Government,0.16886119207960604,0.61010637392903,Hacker Group,Social Engineering,AI-based Detection,0.5070422535211268,0.36887095892273736,0.0006666666666666666,0.00024591397261515823,Low
India,2021,SQL Injection,IT,0.5192481656447885,0.0997597104115147,Unknown,Zero-day,Firewall,0.7746478873239437,0.4444815734106374,0.001,0.0004444815734106374,Medium
USA,2023,SQL Injection,Government,0.894160217107247,0.05902056722754254,Hacker Group,Zero-day,Antivirus,0.09859154929577466,0.4845045885810412,0.0006666666666666666,0.00032300305905402744,Medium
USA,2023,Malware,Banking,0.35591516735350287,0.0916222899867996,Hacker Group,Zero-day,AI-based Detection,0.5633802816901409,0.3181203270108195,0.0003333333333333333,0.0001060401090036065,Low
Brazil,2019,Ransomware,Healthcare,0.08865212584179315,0.785759964612079,Insider,Unpatched Software,Antivirus,0.971830985915493,0.47442024948761885,0.0006666666666666666,0.0003162801663250792,Medium
China,2023,Phishing,Banking,0.14785405568398838,0.5975634775838137,Nation-state,Unpatched Software,Antivirus,0.19718309859154928,0.29263269083544813,0.0003333333333333333,9.754423027848271e-05,Low
UK,2019,Ransomware,IT,0.17569604985425674,0.7995788677266363,Hacker Group,Zero-day,AI-based Detection,0.18309859154929578,0.3643414035549784,0.0016666666666666668,0.0006072356725916307,High
France,2018,SQL Injection,Banking,0.3250577947532416,0.07673254197561877,Unknown,Weak Passwords,VPN,0.3943661971830986,0.26442189940592614,0.0003333333333333333,8.814063313530871e-05,Low
Brazil,2023,Man-in-the-Middle,Retail,0.5898080209066239,0.6108439558811903,Nation-state,Social Engineering,AI-based Detection,0.4225352112676057,0.5626642394711902,0.0006666666666666666,0.00037510949298079344,Medium
Japan,2021,SQL Injection,Telecommunications,0.279726605689014,0.6673735577370545,Insider,Weak Passwords,Firewall,0.295774647887324,0.39923029974308816,0.0006666666666666666,0.00026615353316205876,Low
China,2023,Phishing,Banking,0.3293798371695648,0.13299593379176172,Nation-state,Weak Passwords,AI-based Detection,0.33802816901408456,0.2721943325251278,0.001,0.00027219433252512784,Low
Brazil,2019,SQL Injection,Government,0.24555231681576042,0.38098159447804325,Unknown,Weak Passwords,Encryption,0.02816901408450704,0.2427044395681946,0.0006666666666666666,0.00016180295971212973,Low
UK,2020,Ransomware,Banking,0.980701578048045,0.795323510249587,Unknown,Social Engineering,Firewall,0.5774647887323944,0.8444407998453776,0.0016666666666666668,0.0014074013330756293,High
Russia,2017,SQL Injection,Healthcare,0.6697155493014374,0.19801723559888754,Nation-state,Unpatched Software,Encryption,0.7746478873239437,0.5491925227951737,0.0006666666666666666,0.0003661283485301158,Medium
India,2023,DDoS,Government,0.34134083827520356,0.5803038597453392,Unknown,Unpatched Software,Firewall,0.47887323943661975,0.4405362249485275,0.0013333333333333333,0.0005873816332647034,High
UK,2018,Ransomware,Retail,0.45401547894260735,0.27720471451975615,Hacker Group,Social Engineering,Firewall,0.5774647887323944,0.4256621115737094,0.0003333333333333333,0.0001418873705245698,Low
Australia,2022,Man-in-the-Middle,Government,0.3798371695647804,0.7941485832321702,Nation-state,Weak Passwords,Firewall,0.15492957746478872,0.459149075244999,0.0006666666666666666,0.00030609938349666595,Medium
Australia,2019,Ransomware,Banking,0.14785405568398838,0.12644576570914454,Insider,Weak Passwords,Encryption,0.9295774647887325,0.297776250512484,0.0003333333333333333,9.925875017082801e-05,Low
Australia,2016,Phishing,IT,0.5496029751733843,0.06640439306612918,Unknown,Zero-day,Encryption,0.3943661971830986,0.37359604494315063,0.0003333333333333333,0.0001245320149810502,Low
China,2018,DDoS,Telecommunications,0.8342546989647202,0.43471599091683344,Insider,Social Engineering,Antivirus,0.28169014084507044,0.6038801749264242,0.0013333333333333333,0.0008051735665685656,High
France,2024,SQL Injection,Retail,0.025831741883606395,0.9014242237125092,Nation-state,Zero-day,Antivirus,0.1267605633802817,0.3086952507316123,0.0003333333333333333,0.00010289841691053743,Low
Australia,2020,Man-in-the-Middle,Banking,0.3426475022615339,0.42732015560277065,Unknown,Unpatched Software,Encryption,0.647887323943662,0.42909726260033054,0.0006666666666666666,0.00028606484173355367,Low
USA,2021,Phishing,Banking,0.2839481354910041,0.9594399981585472,Unknown,Zero-day,Antivirus,0.47887323943661975,0.5255807150803902,0.0013333333333333333,0.0007007742867738535,High
Russia,2017,Man-in-the-Middle,IT,0.5501055382450498,0.012024487320495873,Nation-state,Weak Passwords,Firewall,0.26760563380281693,0.33218124207923705,0.0013333333333333333,0.00044290832277231603,Medium
Germany,2021,Man-in-the-Middle,Banking,0.14021509699467286,0.29266090945756207,Nation-state,Unpatched Software,AI-based Detection,0.18309859154929578,0.1945255396444642,0.0006666666666666666,0.00012968369309630947,Low
USA,2023,Malware,Banking,0.6589606995677958,0.1888409955454854,Insider,Social Engineering,AI-based Detection,0.7323943661971831,0.5326115216869801,0.001,0.0005326115216869801,Medium
USA,2017,Phishing,Telecommunications,0.19197909337621877,0.8896819590657029,Unknown,Weak Passwords,Firewall,0.8309859154929577,0.5290913175064118,0.001,0.0005290913175064118,Medium
USA,2017,Man-in-the-Middle,Retail,0.5877977686199618,0.566264782913719,Nation-state,Social Engineering,VPN,0.8732394366197184,0.6384262065080403,0.0003333333333333333,0.0002128087355026801,Low
Brazil,2015,SQL Injection,IT,0.8661171977083125,0.6946150512754564,Unknown,Unpatched Software,Firewall,0.9014084507042254,0.8217248043776382,0.001,0.0008217248043776382,High
Australia,2015,DDoS,Education,0.5130163835561363,0.2975317525527642,Nation-state,Weak Passwords,Antivirus,0.3943661971830986,0.4246409569805171,0.0006666666666666666,0.00028309397132034473,Low
China,2024,SQL Injection,Education,0.13177203739069254,0.39422204119049936,Unknown,Zero-day,Encryption,0.5915492957746479,0.30246249020742566,0.0006666666666666666,0.00020164166013828376,Low
Japan,2016,Man-in-the-Middle,IT,0.5693034475826717,0.5903037496584805,Insider,Unpatched Software,Antivirus,0.19718309859154928,0.50117946840719,0.0006666666666666666,0.0003341196456047933,Medium
Germany,2015,DDoS,IT,0.9175796562468591,0.8464438441930684,Unknown,Social Engineering,AI-based Detection,0.35211267605633806,0.7831455165926177,0.0006666666666666666,0.0005220970110617451,Medium
Japan,2017,Phishing,Telecommunications,0.8980802090662379,0.043995712617255024,Hacker Group,Weak Passwords,AI-based Detection,0.23943661971830985,0.5101261422619574,0.0006666666666666666,0.00034008409484130494,Medium
UK,2021,Phishing,Banking,0.4442657553522968,0.4083441835608296,Insider,Social Engineering,VPN,0.5915492957746479,0.46294599189932684,0.0023333333333333335,0.0010802073144317627,High
UK,2023,DDoS,Education,0.5377424866820787,0.8071778633341707,Insider,Social Engineering,AI-based Detection,0.7746478873239437,0.6659541798060793,0.0006666666666666666,0.00044396945320405285,Medium
Russia,2018,Ransomware,Education,0.798371695647804,0.587385447117776,Hacker Group,Social Engineering,Antivirus,0.5352112676056339,0.6824437354803616,0.001,0.0006824437354803616,High
Japan,2015,Phishing,Education,0.019398934566288075,0.5523538071538444,Unknown,Zero-day,VPN,0.8591549295774649,0.34723659534479034,0.0013333333333333333,0.00046298212712638713,Medium
France,2019,DDoS,Education,0.6648909438134487,0.046716859602226164,Insider,Social Engineering,VPN,0.056338028169014086,0.357728135421195,0.0003333333333333333,0.000119242711807065,Low
USA,2016,DDoS,Retail,0.13398331490602072,0.586595824105219,Hacker Group,Social Engineering,AI-based Detection,0.5070422535211268,0.3443788553888014,0.0013333333333333333,0.00045917180718506854,Medium
Russia,2017,Malware,Government,0.021610212081616245,0.5008281534130429,Hacker Group,Zero-day,VPN,0.47887323943661975,0.2568281999520449,0.001,0.00025682819995204495,Low
USA,2022,Man-in-the-Middle,Banking,0.6534325057794754,0.9782608478089213,Hacker Group,Weak Passwords,Antivirus,0.971830985915493,0.8145607044155128,0.001,0.0008145607044155128,High
France,2021,Malware,Telecommunications,0.6848929540657354,0.8951402656696134,Hacker Group,Social Engineering,Firewall,0.25352112676056343,0.6616927820858644,0.0006666666666666666,0.0004411285213905762,Medium
UK,2018,Man-in-the-Middle,IT,0.7569604985425672,0.5741179790854984,Unknown,Unpatched Software,Firewall,0.4366197183098592,0.6380395866589049,0.001,0.0006380395866589049,High
USA,2015,DDoS,Healthcare,0.6281033269675345,0.2323813488842697,Nation-state,Weak Passwords,Antivirus,0.4507042253521127,0.47390691321947065,0.0016666666666666668,0.0007898448553657844,High
India,2015,Malware,Retail,0.8990853352095689,0.9176510266600348,Unknown,Zero-day,Encryption,0.5915492957746479,0.8431478347577246,0.0013333333333333333,0.0011241971130102994,High
Australia,2024,SQL Injection,IT,0.9831138807920395,0.6944569265150204,Insider,Unpatched Software,VPN,0.6619718309859155,0.832288384547709,0.0006666666666666666,0.000554858923031806,High
India,2017,Ransomware,Government,0.3856669011961001,0.9691626693461142,Nation-state,Weak Passwords,Antivirus,0.33802816901408456,0.5511878852047012,0.0013333333333333333,0.0007349171802729349,High
Brazil,2015,DDoS,Banking,0.18464167252990255,0.9771849989641828,Unknown,Weak Passwords,Firewall,0.9014084507042254,0.5657580260950511,0.0013333333333333333,0.0007543440347934014,High
Australia,2019,DDoS,Education,0.5440747813850639,0.022332620437525208,Insider,Unpatched Software,Firewall,0.6056338028169015,0.3998639373871698,0.001,0.0003998639373871698,Medium
UK,2015,Man-in-the-Middle,Retail,0.07458035983515932,0.6575367965324641,Nation-state,Social Engineering,Firewall,0.3943661971830986,0.3134244583139386,0.0006666666666666666,0.00020894963887595907,Low
Brazil,2018,Phishing,Education,0.5738265152276611,0.2574601360473414,Nation-state,Zero-day,Antivirus,0.5492957746478874,0.4740104533576105,0.0003333333333333333,0.00015800348445253683,Low
Japan,2021,Man-in-the-Middle,Retail,0.09518544577344458,0.5364702750470122,Hacker Group,Weak Passwords,Encryption,1.0,0.40853380540082596,0.0006666666666666666,0.0002723558702672173,Low
France,2015,Ransomware,IT,0.8394813549100413,0.8248458033388344,Unknown,Social Engineering,Firewall,0.28169014084507044,0.723532446625685,0.0013333333333333333,0.0009647099288342467,High
Russia,2016,SQL Injection,Government,0.7783696853955172,0.5388051172375005,Hacker Group,Weak Passwords,VPN,0.5915492957746479,0.6691362370239384,0.001,0.0006691362370239384,High
